12/12/2016,丹东110巡警联通增高架977156-DLH-1,辽宁省,丹东,丹东,网格一内,丹东,大唐,977156,250151936,丹东110巡警联通增高架977156-DLH,0,460-00-977156-0,丹东110巡警联通增高架977156-DLH-1,16696,484,39,38400,F,20,,宏站,124.40475,40.14614,2,2,6,6,15,460,,,62,40,12,0,60,0,22,1,UNLOCKED,ENABLED,二期,,,入网在用
12/12/2016,丹东110巡警联通增高架977156-DLH-2,辽宁省,丹东,丹东,网格一内,丹东,大唐,977156,250151937,丹东110巡警联通增高架977156-DLH,1,460-00-977156-1,丹东110巡警联通增高架977156-DLH-2,16696,483,39,38400,F,20,,宏站,124.40475,40.14614,2,2,6,6,15,460,,,62,160,12,0,75,0,17,1,UNLOCKED,ENABLED,二期,,,入网在用
12/12/2016,丹东110巡警联通增高架977156-DLH-3,辽宁省,丹东,丹东,网格一内,丹东,大唐,977156,250151938,丹东110巡警联通增高架977156-DLH,2,460-00-977156-2,丹东110巡警联通增高架977156-DLH-3,16696,485,39,38400,F,20,,宏站,124.40475,40.14614,2,2,6,6,15,460,,,62,280,12,0,65,0,25,1,UNLOCKED,ENABLED,二期,,,入网在用
12/12/2016,丹东798KTV273008-DLW-1,辽宁省,丹东,丹东,网格一内,丹东,大唐,273008,69890048,丹东798KTV273008-DLW,0,460-00-273008-0,丹东798KTV273008-DLW-1,16696,456,40,38950,E,20,,室分,124.39376,40.13432,2,2,6,7,12,430,,,-1,-1,-1,0,19,0,13,1,UNLOCKED,ENABLED,一期,,,入网在用
12/12/2016,丹东SK大厦室分926484-DLW-1,辽宁省,丹东,丹东,网格三内,丹东,大唐,926484,237179904,丹东SK大厦室分926484-DLW,0,460-00-926484-0,丹东SK大厦室分926484-DLW-1,16700,291,40,38950,E,20,,室分,124.350348,40.087228,2,2,6,7,12,430,,,-1,-1,-1,0,13,0,11,1,UNLOCKED,ENABLED,二期,,,入网在用
12/12/2016,丹东阿里郎酒店272969-DLW-1,辽宁省,丹东,丹东,网格二内,丹东,大唐,272969,69880064,丹东阿里郎酒店272969-DLW,0,460-00-272969-0,丹东阿里郎酒店272969-DLW-1,16696,240,40,38950,E,20,,室分,124.3769,40.12846,2,2,6,7,12,430,,,-1,-1,-1,0,33,0,8,1,UNLOCKED,ENABLED,一期,,,入网在用
12/12/2016,丹东爱民沟272499-DLH-1,辽宁省,丹东,丹东,网格一内,丹东,大唐,272499,69759744,丹东爱民沟272499-DLH,0,460-00-272499-0,丹东爱民沟272499-DLH-1,16696,93,39,38400,F,20,,宏站,124.37489,40.13844,2,2,6,6,15,460,,,10,42,11,0,68,0,17,1,UNLOCKED,ENABLED,一期,,,入网在用
12/12/2016,丹东爱民沟272499-DLH-2,辽宁省,丹东,丹东,网格一内,丹东,大唐,272499,69759745,丹东爱民沟272499-DLH,1,460-00-272499-1,丹东爱民沟272499-DLH-2,16696,95,39,38400,F,20,,宏站,124.37489,40.13844,2,2,6,6,15,460,,,10,162,11,0,74,0,16,1,UNLOCKED,ENABLED,一期,,,入网在用
12/12/2016,丹东爱民沟272499-DLH-3,辽宁省,丹东,丹东,网格一内,丹东,大唐,272499,69759746,丹东爱民沟272499-DLH,2,460-00-272499-2,丹东爱民沟272499-DLH-3,16696,94,39,38400,F,20,,宏站,124.37489,40.13844,2,2,6,6,15,460,,,10,282,11,0,59,0,12,1,UNLOCKED,ENABLED,一期,,,入网在用
12/12/2016,丹东爱民沟D频段7756-DLH-1,辽宁省,丹东,丹东,网格一内,丹东,大唐,7756,1985536,丹东爱民沟D频段7756-DLH,0,460-00-7756-0,丹东爱民沟D频段7756-DLH-1,16696,261,38,37900,D,20,,宏站,124.37495,40.13846,2,2,6,7,15,460,,,25,35,13,0,46,0,13,1,UNLOCKED,ENABLED,二期增补,,,入网在用
12/12/2016,丹东爱民沟D频段7756-DLH-2,辽宁省,丹东,丹东,网格一内,丹东,大唐,7756,1985537,丹东爱民沟D频段7756-DLH,1,460-00-7756-1,丹东爱民沟D频段7756-DLH-2,16696,262,38,37900,D,20,,宏站,124.37495,40.13846,2,2,6,7,15,460,,,25,155,14,0,35,0,13,1,UNLOCKED,ENABLED,二期增补,,,入网在用
12/12/2016,丹东爱民沟D频段7756-DLH-3,辽宁省,丹东,丹东,网格一内,丹东,大唐,7756,1985538,丹东爱民沟D频段7756-DLH,2,460-00-7756-2,丹东爱民沟D频段7756-DLH-3,16696,263,38,37900,D,20,,宏站,124.37495,40.13846,2,2,6,7,18,490,,,25,275,15,0,26,0,10,1,UNLOCKED,ENABLED,二期增补,,,入网在用
12/12/2016,丹东爱民沟D频段7756-DLH-51,辽宁省,丹东,丹东,网格一内,丹东,大唐,7756,1985587,丹东爱民沟D频段7756-DLH,3,460-00-7756-3,丹东爱民沟D频段7756-DLH-51,16696,168,38,38098,D,20,,宏站,124.37495,40.13846,2,2,6,7,15,460,,,25,35,12,0,32,0,13,1,UNLOCKED,ENABLED,四期,,,入网在用
12/12/2016,丹东爱民沟D频段7756-DLH-52,辽宁省,丹东,丹东,网格一内,丹东,大唐,7756,1985588,丹东爱民沟D频段7756-DLH,4,460-00-7756-4,丹东爱民沟D频段7756-DLH-52,16696,169,38,38098,D,20,,宏站,124.37495,40.13846,2,2,6,7,15,460,,,25,155,12,0,28,0,13,1,UNLOCKED,ENABLED,四期,,,入网在用
12/12/2016,丹东爱民沟D频段7756-DLH-53,辽宁省,丹东,丹东,网格一内,丹东,大唐,7756,1985589,丹东爱民沟D频段7756-DLH,5,460-00-7756-5,丹东爱民沟D频段7756-DLH-53,16696,170,38,38098,D,20,,宏站,124.37495,40.13846,2,2,6,7,15,460,,,25,275,12,0,24,0,10,1,UNLOCKED,ENABLED,四期,,,入网在用
12/12/2016,丹东安民272816-DLH-1,辽宁省,丹东,丹东,网格外,丹东,大唐,272816,69840896,丹东安民272816-DLH,0,460-00-272816-0,丹东安民272816-DLH-1,16700,96,39,38400,F,20,,宏站,124.30834,39.99482,2,2,6,6,15,460,,,20,0,9,0,61,0,10,1,UNLOCKED,ENABLED,一期,,,入网在用
12/12/2016,丹东安民272816-DLH-2,辽宁省,丹东,丹东,网格外,丹东,大唐,272816,69840897,丹东安民272816-DLH,1,460-00-272816-1,丹东安民272816-DLH-2,16700,469,39,38400,F,20,,宏站,124.30834,39.99482,2,2,6,6,15,460,,,20,120,9,0,33,0,10,1,UNLOCKED,ENABLED,一期,,,入网在用
